Trial,Participant,Run,Trial_Type,Value1,Value2,Side_First_Cue,Chose_to_reveal,Choice,NumMoves,Left,Rank1,Rank2,Correct,Value3,Value4,Rank3,Rank4,Values
22,2,1,Option,0.3,50,1,[ 2.],2,1,0,2,3,1,0.9,,2,,"[0.3, 0.9, 50.0, 30.0]"
23,2,1,Attribute,90,70,2,[ 2.],2,1,0,5,4,1,0.5,,0,,"[0.5, 0.5, 70.0, 90.0]"
24,2,1,Option,0.7,10,1,[ 4.],2,1,0,4,1,1,70,,1,,"[0.7, 0.1, 10.0, 70.0]"
25,2,1,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 90.0, 0.1, 0.7]"
26,2,1,Option,70,0.1,1,[ 4.],2,1,0,4,1,1,70,,1,,"[0.1, 0.7, 70.0, 70.0]"
27,2,1,Attribute,0.5,0.7,2,[ 3.],2,1,0,3,4,1,10,,-2,,"[0.7, 0.5, 10.0, 70.0]"
28,2,1,Attribute,10,10,2,[ 2.],2,1,0,1,1,0,0.5,,0,,"[0.9, 0.5, 10.0, 10.0]"
29,2,1,Option,0.9,70,2,[],2,0,0,5,4,1,,,,,"[70.0, 70.0, 0.7, 0.9]"
30,2,1,Option,0.1,30,2,[ 3.],1,1,1,1,2,1,0.5,,0,,"[70.0, 30.0, 0.5, 0.1]"
31,2,1,Attribute,0.1,0.1,1,[],2,0,0,1,1,0,,,,,"[0.1, 0.1, 90.0, 30.0]"
32,2,1,Attribute,50,50,1,[],1,0,1,3,3,1,,,,,"[0.9, 0.5, 50.0, 50.0]"
33,2,1,Attribute,70,90,1,[ 4.],2,1,0,4,5,0,0.5,,0,,"[70.0, 90.0, 0.7, 0.5]"
34,2,1,Option,50,0.3,2,[ 3.],2,1,0,3,2,1,0.1,,-2,,"[30.0, 50.0, 0.1, 0.3]"
35,2,1,Option,90,0.5,2,[],2,0,0,5,3,1,,,,,"[30.0, 90.0, 0.5, 0.5]"
36,2,1,Attribute,30,30,2,[],2,0,0,2,2,1,,,,,"[30.0, 30.0, 0.3, 0.5]"
37,2,1,Attribute,0.5,0.9,1,[],2,0,0,3,5,1,,,,,"[0.5, 0.9, 90.0, 50.0]"
38,2,1,Attribute,90,90,1,[],1,0,1,5,5,0,,,,,"[0.1, 0.5, 90.0, 90.0]"
39,2,1,Option,10,0.9,2,[],2,0,0,1,5,1,,,,,"[10.0, 10.0, 0.1, 0.9]"
40,2,1,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[50.0, 30.0, 0.1, 0.7]"
41,2,2,Option,50,0.9,1,[],1,0,1,3,5,1,,,,,"[0.9, 0.3, 50.0, 70.0]"
42,2,2,Option,70,0.5,1,[],1,0,1,4,3,0,,,,,"[70.0, 70.0, 0.5, 0.7]"
43,2,2,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[90.0, 10.0, 0.7, 0.7]"
44,2,2,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[10.0, 90.0, 0.1, 0.7]"
45,2,2,Attribute,50,10,2,[ 4.],2,1,0,3,1,1,0.7,,1,,"[10.0, 50.0, 0.1, 0.7]"
46,2,2,Attribute,0.7,0.1,2,[],2,0,0,4,1,1,,,,,"[0.1, 0.7, 30.0, 70.0]"
47,2,2,Attribute,70,70,1,[],1,0,1,4,4,1,,,,,"[0.5, 0.1, 70.0, 70.0]"
48,2,2,Attribute,10,70,2,[ 3.],1,1,1,1,4,1,0.7,,1,,"[70.0, 10.0, 0.7, 0.3]"
49,2,2,Option,0.3,70,1,[ 4.],1,1,1,2,4,0,0.5,,0,,"[70.0, 90.0, 0.3, 0.5]"
50,2,2,Attribute,90,30,2,[ 4.],2,1,0,5,2,1,0.1,,-2,,"[30.0, 90.0, 0.3, 0.1]"
51,2,2,Attribute,90,30,1,[],1,0,1,5,2,1,,,,,"[90.0, 30.0, 0.1, 0.1]"
52,2,2,Option,70,0.3,2,[ 1.],2,1,0,4,2,0,70,,1,,"[70.0, 70.0, 0.5, 0.3]"
53,2,2,Option,10,0.1,2,[],1,0,1,1,1,1,,,,,"[0.9, 0.1, 30.0, 10.0]"
54,2,2,Option,0.3,30,2,[],2,0,0,2,2,0,,,,,"[30.0, 30.0, 0.5, 0.3]"
55,2,2,Option,0.7,30,2,[],2,0,0,4,2,1,,,,,"[10.0, 30.0, 0.9, 0.7]"
56,2,2,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[30.0, 90.0, 0.1, 0.9]"
57,2,2,Attribute,0.3,0.3,2,[],2,0,0,2,2,1,,,,,"[0.3, 0.3, 30.0, 70.0]"
58,2,2,Attribute,0.3,0.3,1,[],2,0,0,2,2,0,,,,,"[0.3, 0.3, 70.0, 50.0]"
59,2,2,Option,0.5,50,2,[],2,0,0,3,3,1,,,,,"[0.5, 0.5, 30.0, 50.0]"
60,2,2,Attribute,0.5,0.5,2,[],1,0,1,3,3,0,,,,,"[10.0, 50.0, 0.5, 0.5]"
61,2,2,Attribute,0.7,0.7,1,[],2,0,0,4,4,1,,,,,"[0.7, 0.7, 30.0, 50.0]"
62,2,2,Option,30,0.7,1,[],1,0,1,2,4,0,,,,,"[30.0, 90.0, 0.7, 0.9]"
63,2,2,Option,0.1,70,2,[ 3.],1,1,1,1,4,1,70,,1,,"[0.5, 0.1, 70.0, 70.0]"
64,2,2,Attribute,0.5,0.9,1,[],2,0,0,3,5,0,,,,,"[90.0, 30.0, 0.5, 0.9]"
65,2,2,Attribute,30,50,2,[],1,0,1,2,3,1,,,,,"[0.5, 0.1, 50.0, 30.0]"
66,2,2,Attribute,70,10,2,[],2,0,0,4,1,1,,,,,"[0.1, 0.1, 10.0, 70.0]"
67,2,2,Option,0.5,10,1,[ 4.],2,1,0,3,1,1,50,,0,,"[0.5, 0.7, 10.0, 50.0]"
68,2,2,Option,0.9,50,2,[],2,0,0,5,3,1,,,,,"[0.1, 0.9, 50.0, 50.0]"
69,2,2,Option,50,0.1,2,[ 1.],2,1,0,3,1,0,0.1,,-2,,"[0.1, 0.1, 90.0, 50.0]"
70,2,2,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[0.1, 0.7, 30.0, 90.0]"
71,2,2,Option,10,0.9,1,[],1,0,1,1,5,0,,,,,"[0.9, 0.9, 10.0, 50.0]"
72,2,2,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[0.1, 0.9, 10.0, 30.0]"
73,2,2,Attribute,0.9,0.7,1,[],1,0,1,5,4,1,,,,,"[90.0, 10.0, 0.9, 0.7]"
74,2,2,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[30.0, 10.0, 0.1, 0.5]"
75,2,2,Attribute,50,50,1,[],1,0,1,3,3,0,,,,,"[50.0, 50.0, 0.3, 0.5]"
76,2,2,Attribute,0.1,0.9,2,[],1,0,1,1,5,1,,,,,"[10.0, 50.0, 0.9, 0.1]"
77,2,2,Attribute,30,90,1,[],2,0,0,2,5,1,,,,,"[0.3, 0.3, 30.0, 90.0]"
78,2,2,Option,0.9,90,1,[],1,0,1,5,5,1,,,,,"[0.9, 0.5, 90.0, 50.0]"
79,2,2,Option,30,0.3,2,[ 1.],1,1,1,2,2,1,90,,2,,"[90.0, 30.0, 0.9, 0.3]"
80,2,2,Option,90,0.5,1,[],1,0,1,5,3,1,,,,,"[0.5, 0.3, 90.0, 50.0]"
81,2,3,Option,30,0.9,2,[],2,0,0,2,5,0,,,,,"[0.5, 0.9, 90.0, 30.0]"
82,2,3,Attribute,0.7,0.7,1,[ 2.],1,1,1,4,4,1,10,,-2,,"[90.0, 10.0, 0.7, 0.7]"
83,2,3,Attribute,0.7,0.5,2,[ 2.],2,1,0,4,3,1,90,,2,,"[10.0, 90.0, 0.5, 0.7]"
84,2,3,Option,0.9,30,1,[],1,0,1,5,2,1,,,,,"[30.0, 30.0, 0.9, 0.1]"
85,2,3,Option,0.1,50,1,[ 2.],1,1,1,1,3,1,10,,-2,,"[50.0, 10.0, 0.1, 0.3]"
86,2,3,Option,90,0.7,1,[],1,0,1,5,4,1,,,,,"[90.0, 30.0, 0.7, 0.7]"
87,2,3,Option,10,0.5,2,[],1,0,1,1,3,1,,,,,"[70.0, 10.0, 0.7, 0.5]"
88,2,3,Attribute,70,10,1,[],1,0,1,4,1,1,,,,,"[70.0, 10.0, 0.5, 0.9]"
89,2,3,Option,30,0.9,1,[],1,0,1,2,5,1,,,,,"[0.9, 0.1, 30.0, 30.0]"
90,2,3,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[0.7, 0.9, 90.0, 30.0]"
91,2,3,Attribute,0.5,0.9,2,[],1,0,1,3,5,1,,,,,"[0.9, 0.5, 90.0, 30.0]"
92,2,3,Attribute,0.1,0.3,1,[],2,0,0,1,2,1,,,,,"[0.1, 0.3, 70.0, 50.0]"
93,2,3,Option,50,0.7,2,[],2,0,0,3,4,1,,,,,"[10.0, 50.0, 0.1, 0.7]"
94,2,3,Attribute,10,70,2,[],1,0,1,1,4,1,,,,,"[0.9, 0.3, 70.0, 10.0]"
95,2,3,Attribute,90,10,1,[],1,0,1,5,1,1,,,,,"[0.9, 0.7, 90.0, 10.0]"
96,2,3,Option,0.5,30,2,[],2,0,0,3,2,1,,,,,"[10.0, 30.0, 0.5, 0.5]"
97,2,3,Attribute,50,30,2,[],2,0,0,3,2,1,,,,,"[0.3, 0.5, 30.0, 50.0]"
98,2,3,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[0.7, 0.7, 10.0, 90.0]"
99,2,3,Option,0.1,70,2,[ 3.],1,1,1,1,4,1,0.5,,0,,"[30.0, 70.0, 0.5, 0.1]"
100,2,3,Option,70,0.5,1,[],1,0,1,4,3,1,,,,,"[0.5, 0.5, 70.0, 50.0]"
101,2,3,Attribute,30,90,2,[],1,0,1,2,5,1,,,,,"[90.0, 30.0, 0.9, 0.7]"
102,2,3,Attribute,0.9,0.5,1,[],1,0,1,5,3,1,,,,,"[0.9, 0.5, 90.0, 70.0]"
103,2,3,Attribute,0.3,0.7,2,[],1,0,1,2,4,1,,,,,"[50.0, 90.0, 0.7, 0.3]"
104,2,3,Option,0.3,70,2,[ 3.],2,1,0,2,4,0,50,,0,,"[0.7, 0.3, 50.0, 70.0]"
105,2,3,Attribute,30,70,1,[],2,0,0,2,4,1,,,,,"[30.0, 70.0, 0.1, 0.7]"
106,2,3,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[0.1, 0.9, 50.0, 50.0]"
107,2,3,Attribute,0.1,0.3,2,[],2,0,0,1,2,0,,,,,"[0.3, 0.1, 70.0, 10.0]"
108,2,3,Attribute,0.3,0.9,1,[],2,0,0,2,5,0,,,,,"[50.0, 10.0, 0.3, 0.9]"
109,2,3,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[0.3, 0.3, 10.0, 70.0]"
110,2,3,Option,10,0.1,1,[],2,0,0,1,1,1,,,,,"[10.0, 10.0, 0.1, 0.7]"
111,2,3,Attribute,0.5,0.1,1,[],1,0,1,3,1,1,,,,,"[0.5, 0.1, 50.0, 90.0]"
112,2,3,Option,50,0.1,1,[],1,0,1,3,1,0,,,,,"[50.0, 70.0, 0.1, 0.7]"
113,2,3,Attribute,70,50,2,[],2,0,0,4,3,0,,,,,"[50.0, 70.0, 0.5, 0.1]"
114,2,3,Option,70,0.3,2,[],2,0,0,4,2,0,,,,,"[0.9, 0.3, 30.0, 70.0]"
115,2,3,Option,90,0.3,2,[],2,0,0,5,2,0,,,,,"[70.0, 90.0, 0.9, 0.3]"
116,2,3,Attribute,90,50,2,[],2,0,0,5,3,1,,,,,"[0.7, 0.9, 50.0, 90.0]"
117,2,3,Option,0.7,10,2,[],1,0,1,4,1,1,,,,,"[0.5, 0.7, 50.0, 10.0]"
118,2,3,Attribute,50,30,1,[],1,0,1,3,2,0,,,,,"[0.3, 0.9, 50.0, 30.0]"
119,2,3,Option,0.5,50,1,[],1,0,1,3,3,1,,,,,"[50.0, 70.0, 0.5, 0.1]"
120,2,3,Option,0.9,90,2,[],2,0,0,5,5,1,,,,,"[70.0, 90.0, 0.3, 0.9]"
121,2,4,Option,0.3,90,1,[],1,0,1,2,5,1,,,,,"[90.0, 50.0, 0.3, 0.1]"
122,2,4,Attribute,10,30,2,[],1,0,1,1,2,1,,,,,"[30.0, 10.0, 0.7, 0.7]"
123,2,4,Attribute,0.1,0.7,1,[],2,0,0,1,4,1,,,,,"[90.0, 30.0, 0.1, 0.7]"
124,2,4,Option,30,0.5,1,[ 4.],2,1,0,2,3,1,0.7,,1,,"[30.0, 70.0, 0.5, 0.7]"
125,2,4,Option,50,0.7,1,[],1,0,1,3,4,1,,,,,"[0.7, 0.3, 50.0, 30.0]"
126,2,4,Option,0.1,90,2,[],2,0,0,1,5,0,,,,,"[0.5, 0.1, 50.0, 90.0]"
127,2,4,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[10.0, 90.0, 0.5, 0.7]"
128,2,4,Attribute,90,10,2,[],2,0,0,5,1,1,,,,,"[10.0, 90.0, 0.1, 0.9]"
129,2,4,Attribute,0.3,0.9,2,[],1,0,1,2,5,1,,,,,"[0.9, 0.3, 90.0, 30.0]"
130,2,4,Attribute,30,70,1,[],2,0,0,2,4,0,,,,,"[0.5, 0.1, 30.0, 70.0]"
131,2,4,Option,70,0.1,2,[ 3.],1,1,1,4,1,1,0.9,,2,,"[90.0, 70.0, 0.9, 0.1]"
132,2,4,Attribute,70,50,1,[],2,0,0,4,3,0,,,,,"[0.3, 0.1, 70.0, 50.0]"
133,2,4,Option,90,0.1,1,[],1,0,1,5,1,0,,,,,"[0.1, 0.7, 90.0, 90.0]"
134,2,4,Option,30,0.7,2,[],2,0,0,2,4,1,,,,,"[10.0, 30.0, 0.3, 0.7]"
135,2,4,Option,10,0.3,2,[],1,0,1,1,2,1,,,,,"[0.7, 0.3, 90.0, 10.0]"
136,2,4,Option,90,0.9,2,[],2,0,0,5,5,1,,,,,"[0.3, 0.9, 90.0, 90.0]"
137,2,4,Attribute,0.7,0.9,1,[],2,0,0,4,5,1,,,,,"[0.7, 0.9, 90.0, 90.0]"
138,2,4,Option,0.3,50,2,[ 3.],1,1,1,2,3,1,0.7,,1,,"[50.0, 50.0, 0.7, 0.3]"
139,2,4,Attribute,50,70,1,[ 4.],1,1,1,3,4,0,0.3,,-1,,"[50.0, 70.0, 0.1, 0.3]"
140,2,4,Option,70,0.3,1,[ 4.],1,1,1,4,2,1,0.1,,-2,,"[70.0, 70.0, 0.3, 0.1]"
141,2,4,Attribute,50,90,2,[],1,0,1,3,5,1,,,,,"[90.0, 50.0, 0.9, 0.1]"
142,2,4,Attribute,0.7,0.5,2,[],2,0,0,4,3,0,,,,,"[0.5, 0.7, 30.0, 10.0]"
143,2,4,Option,0.9,30,1,[],1,0,1,5,2,1,,,,,"[0.9, 0.3, 30.0, 30.0]"
144,2,4,Attribute,70,10,2,[],2,0,0,4,1,1,,,,,"[0.3, 0.1, 10.0, 70.0]"
145,2,4,Attribute,90,30,1,[],1,0,1,5,2,1,,,,,"[90.0, 30.0, 0.3, 0.3]"
146,2,4,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[90.0, 90.0, 0.1, 0.9]"
147,2,4,Option,0.1,70,1,[ 4.],1,1,1,1,4,0,50,,0,,"[0.1, 0.3, 70.0, 50.0]"
148,2,4,Attribute,0.9,0.5,1,[],1,0,1,5,3,1,,,,,"[50.0, 50.0, 0.9, 0.5]"
149,2,4,Option,0.9,10,2,[ 3.],1,1,1,5,1,1,50,,0,,"[0.7, 0.9, 50.0, 10.0]"
150,2,4,Option,10,0.5,1,[ 2.],1,1,1,1,3,0,0.3,,-1,,"[0.5, 0.3, 10.0, 30.0]"
151,2,4,Option,0.5,10,2,[ 3.],2,1,0,3,1,1,30,,-1,,"[0.1, 0.5, 30.0, 10.0]"
152,2,4,Attribute,0.3,0.3,1,[],2,0,0,2,2,1,,,,,"[0.3, 0.3, 70.0, 90.0]"
153,2,4,Attribute,0.5,0.1,2,[],2,0,0,3,1,0,,,,,"[70.0, 10.0, 0.1, 0.5]"
154,2,4,Attribute,0.1,0.3,2,[ 2.],2,1,0,1,2,0,30,,-1,,"[30.0, 30.0, 0.3, 0.1]"
155,2,4,Option,0.7,50,1,[],1,0,1,4,3,1,,,,,"[50.0, 90.0, 0.7, 0.1]"
156,2,4,Option,0.7,30,2,[],2,0,0,4,2,0,,,,,"[70.0, 30.0, 0.7, 0.7]"
157,2,4,Option,50,0.9,2,[],2,0,0,3,5,1,,,,,"[0.7, 0.9, 50.0, 50.0]"
158,2,4,Option,0.5,70,1,[],1,0,1,3,4,1,,,,,"[0.5, 0.1, 70.0, 90.0]"
159,2,4,Attribute,0.5,0.7,1,[],2,0,0,3,4,1,,,,,"[10.0, 30.0, 0.5, 0.7]"
160,2,4,Attribute,30,50,2,[ 1.],1,1,1,2,3,1,0.3,,-1,,"[0.3, 0.3, 50.0, 30.0]"
161,2,5,Option,0.5,10,2,[ 1.],2,1,0,3,1,0,10,,-2,,"[10.0, 10.0, 0.9, 0.5]"
162,2,5,Option,70,0.3,1,[ 2.],1,1,1,4,2,0,0.5,,0,,"[0.3, 0.5, 70.0, 70.0]"
163,2,5,Option,70,0.7,2,[],2,0,0,4,4,1,,,,,"[0.1, 0.7, 50.0, 70.0]"
164,2,5,Attribute,0.3,0.3,2,[],2,0,0,2,2,1,,,,,"[30.0, 50.0, 0.3, 0.3]"
165,2,5,Option,30,0.9,1,[],1,0,1,2,5,1,,,,,"[0.9, 0.9, 30.0, 10.0]"
166,2,5,Option,50,0.1,1,[],2,0,0,3,1,1,,,,,"[50.0, 90.0, 0.1, 0.5]"
167,2,5,Attribute,10,50,2,[],1,0,1,1,3,1,,,,,"[0.9, 0.9, 50.0, 10.0]"
168,2,5,Option,10,0.3,2,[],1,0,1,1,2,1,,,,,"[50.0, 10.0, 0.7, 0.3]"
169,2,5,Option,30,0.5,2,[],2,0,0,2,3,1,,,,,"[0.1, 0.5, 30.0, 30.0]"
170,2,5,Option,0.7,90,2,[],2,0,0,4,5,1,,,,,"[0.1, 0.7, 90.0, 90.0]"
171,2,5,Attribute,90,50,2,[],2,0,0,5,3,0,,,,,"[0.5, 0.1, 50.0, 90.0]"
172,2,5,Attribute,0.1,0.1,2,[ 4.],1,1,1,1,1,0,50,,0,,"[0.1, 0.1, 10.0, 50.0]"
173,2,5,Attribute,0.9,0.1,2,[],2,0,0,5,1,1,,,,,"[0.1, 0.9, 70.0, 50.0]"
174,2,5,Attribute,30,10,1,[],1,0,1,2,1,1,,,,,"[30.0, 10.0, 0.9, 0.5]"
175,2,5,Attribute,0.7,0.7,1,[],2,0,0,4,4,0,,,,,"[90.0, 10.0, 0.7, 0.7]"
176,2,5,Attribute,70,90,1,[],2,0,0,4,5,0,,,,,"[70.0, 90.0, 0.5, 0.1]"
177,2,5,Attribute,0.7,0.9,2,[ 1.],1,1,1,4,5,0,30,,-1,,"[30.0, 70.0, 0.9, 0.7]"
178,2,5,Attribute,0.9,0.5,1,[],1,0,1,5,3,0,,,,,"[0.9, 0.5, 10.0, 70.0]"
179,2,5,Option,0.3,70,1,[],1,0,1,2,4,1,,,,,"[0.3, 0.3, 70.0, 10.0]"
180,2,5,Option,0.5,70,1,[],1,0,1,3,4,1,,,,,"[70.0, 70.0, 0.5, 0.1]"
181,2,5,Option,90,0.5,1,[],1,0,1,5,3,0,,,,,"[90.0, 90.0, 0.5, 0.9]"
182,2,5,Option,0.9,50,2,[],2,0,0,5,3,0,,,,,"[70.0, 50.0, 0.9, 0.9]"
183,2,5,Attribute,0.1,0.5,1,[],2,0,0,1,3,1,,,,,"[0.1, 0.5, 50.0, 50.0]"
184,2,5,Attribute,0.3,0.9,1,[],2,0,0,2,5,1,,,,,"[70.0, 50.0, 0.3, 0.9]"
185,2,5,Attribute,10,90,1,[],2,0,0,1,5,1,,,,,"[0.7, 0.9, 10.0, 90.0]"
186,2,5,Option,0.9,50,1,[],1,0,1,5,3,1,,,,,"[50.0, 30.0, 0.9, 0.1]"
187,2,5,Option,10,0.1,1,[],2,0,0,1,1,1,,,,,"[10.0, 10.0, 0.1, 0.5]"
188,2,5,Attribute,50,10,1,[],1,0,1,3,1,1,,,,,"[0.5, 0.7, 50.0, 10.0]"
189,2,5,Attribute,50,30,2,[ 2.],2,1,0,3,2,1,0.9,,2,,"[0.5, 0.9, 30.0, 50.0]"
190,2,5,Attribute,70,70,2,[],2,0,0,4,4,1,,,,,"[70.0, 70.0, 0.1, 0.9]"
191,2,5,Attribute,90,30,1,[],1,0,1,5,2,1,,,,,"[0.1, 0.3, 90.0, 30.0]"
192,2,5,Option,0.7,30,1,[],1,0,1,4,2,0,,,,,"[0.7, 0.9, 30.0, 90.0]"
193,2,5,Option,0.1,90,2,[ 1.],1,1,1,1,5,1,50,,0,,"[50.0, 90.0, 0.3, 0.1]"
194,2,5,Attribute,30,70,2,[],1,0,1,2,4,1,,,,,"[70.0, 30.0, 0.9, 0.9]"
195,2,5,Option,90,0.7,2,[],2,0,0,5,4,1,,,,,"[10.0, 90.0, 0.7, 0.7]"
196,2,5,Attribute,0.5,0.3,1,[],1,0,1,3,2,1,,,,,"[0.5, 0.3, 30.0, 10.0]"
197,2,5,Option,0.1,10,1,[],2,0,0,1,1,1,,,,,"[10.0, 10.0, 0.1, 0.3]"
198,2,5,Option,0.3,30,2,[],1,0,1,2,2,1,,,,,"[0.5, 0.3, 70.0, 30.0]"
199,2,5,Option,50,0.9,2,[],2,0,0,3,5,1,,,,,"[70.0, 50.0, 0.3, 0.9]"
200,2,5,Attribute,0.5,0.7,2,[],1,0,1,3,4,0,,,,,"[0.7, 0.5, 30.0, 70.0]"
1,3,1,Attribute,0.3,0.1,1,[ 1.],1,1,1,2,1,1,90,,2,,"[90.0, 70.0, 0.3, 0.1]"
2,3,1,Attribute,0.3,0.5,2,[ 1.],1,1,1,2,3,1,30,,-1,,"[30.0, 50.0, 0.5, 0.3]"
3,3,1,Attribute,0.7,0.1,2,[ 2.],2,1,0,4,1,1,50,,0,,"[50.0, 50.0, 0.1, 0.7]"
4,3,1,Attribute,30,30,1,[],1,0,1,2,2,1,,,,,"[30.0, 30.0, 0.5, 0.3]"
5,3,1,Option,90,0.1,2,[ 1.  3.],1,2,1,5,1,1,30,0.5,-1,0,"[30.0, 90.0, 0.5, 0.1]"
6,3,1,Attribute,0.9,0.9,1,[ 3.],1,1,1,5,5,1,90,,2,,"[0.9, 0.9, 90.0, 10.0]"
7,3,1,Attribute,90,70,1,[ 1.  2.],2,2,0,5,4,1,0.3,0.5,-1,0,"[0.3, 0.5, 90.0, 70.0]"
8,3,1,Attribute,70,30,1,[ 3.  4.],2,2,0,4,2,1,0.3,0.9,-1,2,"[70.0, 30.0, 0.3, 0.9]"
9,3,1,Attribute,10,10,2,[],1,0,1,1,1,1,,,,,"[0.7, 0.1, 10.0, 10.0]"
10,3,1,Attribute,0.7,0.7,1,[ 1.],2,1,0,4,4,1,10,,-2,,"[10.0, 70.0, 0.7, 0.7]"
11,3,1,Option,10,0.7,2,[ 1.],1,1,1,1,4,1,70,,1,,"[70.0, 10.0, 0.1, 0.7]"
12,3,1,Option,50,0.9,2,[],2,0,0,3,5,0,,,,,"[90.0, 50.0, 0.7, 0.9]"
13,3,1,Option,0.1,90,2,[ 1.],1,1,1,1,5,1,90,,2,,"[90.0, 90.0, 0.9, 0.1]"
14,3,1,Attribute,0.1,0.5,1,[ 4.],2,1,0,1,3,1,90,,2,,"[0.1, 0.5, 90.0, 90.0]"
15,3,1,Attribute,50,90,1,[ 2.],2,1,0,3,5,1,0.9,,2,,"[0.9, 0.9, 50.0, 90.0]"
16,3,1,Option,90,0.5,1,[],1,0,1,5,3,0,,,,,"[90.0, 70.0, 0.5, 0.7]"
17,3,1,Option,0.3,10,2,[],1,0,1,2,1,1,,,,,"[0.1, 0.3, 30.0, 10.0]"
18,3,1,Attribute,70,90,2,[ 3.],1,1,1,4,5,1,0.5,,0,,"[90.0, 70.0, 0.5, 0.1]"
19,3,1,Option,10,0.1,1,[],2,0,0,1,1,1,,,,,"[10.0, 70.0, 0.1, 0.7]"
20,3,1,Option,0.5,30,2,[ 1.  3.],2,2,0,3,2,1,30,0.1,-1,-2,"[30.0, 30.0, 0.1, 0.5]"
21,3,1,Option,30,0.7,1,[ 2.],1,1,1,2,4,1,0.1,,-2,,"[0.7, 0.1, 30.0, 70.0]"
22,3,1,Attribute,30,10,2,[ 4.],2,1,0,2,1,1,0.9,,2,,"[10.0, 30.0, 0.3, 0.9]"
23,3,1,Attribute,0.9,0.9,2,[ 3.  4.],1,2,1,5,5,1,30,10,-1,-2,"[0.9, 0.9, 30.0, 10.0]"
24,3,1,Attribute,10,50,1,[ 2.],2,1,0,1,3,1,0.5,,0,,"[0.3, 0.5, 10.0, 50.0]"
25,3,1,Attribute,50,70,2,[ 1.  2.],1,2,1,3,4,1,0.3,0.3,-1,-1,"[0.3, 0.3, 70.0, 50.0]"
26,3,1,Option,0.7,10,2,[ 1.],2,1,0,4,1,1,0.1,,-2,,"[0.1, 0.7, 70.0, 10.0]"
27,3,1,Attribute,0.5,0.7,2,[ 3.  4.],2,2,0,3,4,1,10,70,-2,1,"[0.7, 0.5, 10.0, 70.0]"
28,3,1,Option,0.5,70,1,[],1,0,1,3,4,1,,,,,"[70.0, 50.0, 0.5, 0.5]"
29,3,1,Option,70,0.9,1,[],1,0,1,4,5,1,,,,,"[0.9, 0.1, 70.0, 10.0]"
30,3,1,Option,0.7,90,1,[],1,0,1,4,5,1,,,,,"[0.7, 0.9, 90.0, 50.0]"
31,3,1,Option,50,0.3,1,[ 2.],2,1,0,3,2,1,90,,2,,"[50.0, 90.0, 0.3, 0.9]"
32,3,1,Option,0.1,50,1,[],2,0,0,1,3,1,,,,,"[50.0, 90.0, 0.1, 0.9]"
33,3,1,Option,0.9,70,1,[],1,0,1,5,4,1,,,,,"[70.0, 70.0, 0.9, 0.5]"
34,3,1,Option,0.9,30,2,[ 1.],2,1,0,5,2,1,30,,-1,,"[30.0, 30.0, 0.7, 0.9]"
35,3,1,Option,30,0.3,2,[ 1.],2,1,0,2,2,1,0.1,,-2,,"[0.1, 0.3, 90.0, 30.0]"
36,3,1,Attribute,0.5,0.3,1,[ 4.  3.],1,2,1,3,2,1,70,70,1,1,"[0.5, 0.3, 70.0, 70.0]"
37,3,1,Option,70,0.5,2,[ 1.],2,1,0,4,3,1,0.1,,-2,,"[0.1, 0.5, 70.0, 70.0]"
38,3,1,Option,0.3,50,1,[ 2.],2,1,0,2,3,1,0.5,,0,,"[0.3, 0.5, 50.0, 90.0]"
39,3,1,Attribute,0.1,0.3,2,[ 3.],2,1,0,1,2,1,10,,-2,,"[0.3, 0.1, 10.0, 90.0]"
40,3,1,Attribute,90,50,2,[ 2.  1.],1,2,1,5,3,1,0.1,0.9,-2,2,"[0.9, 0.1, 50.0, 90.0]"
41,3,2,Attribute,30,70,1,[ 1.  2.],2,2,0,2,4,1,0.9,0.5,2,0,"[0.9, 0.5, 30.0, 70.0]"
42,3,2,Option,0.3,10,1,[],2,0,0,2,1,1,,,,,"[10.0, 90.0, 0.3, 0.3]"
43,3,2,Option,30,0.5,1,[ 2.  4.],1,2,1,2,3,1,30,0.3,-1,-1,"[30.0, 30.0, 0.5, 0.3]"
44,3,2,Attribute,0.7,0.9,2,[ 3.],1,1,1,4,5,1,90,,2,,"[0.9, 0.7, 90.0, 10.0]"
45,3,2,Attribute,0.9,0.7,1,[ 1.],1,1,1,5,4,1,70,,1,,"[70.0, 70.0, 0.9, 0.7]"
46,3,2,Option,50,0.5,1,[ 2.],1,1,1,3,3,1,0.3,,-1,,"[0.5, 0.3, 50.0, 70.0]"
